Year_Built,Remodel_Year,Lot_Area,Total_SqFt,Basement_SqFt,Bedrooms,Bathrooms,Garage_Cars,Fireplaces,Has_Pool,Overall_Qual,Neighborhood,House_Condition,Garage_Type,Heating_Type,Sale_Price
1997,1997,12566,1904,22,5,2.5,2,0,0,1,Suburbs,Poor,Attached,Solar,300981
1988,1988,10501,2070,920,2,3.5,3,0,0,1,Suburbs,Good,Attached,Gas,439166
1996,2011,4845,3702,744,1,2.0,3,0,0,9,Suburbs,Good,Attached,Electric,742624
1970,1970,9413,3340,601,5,2.5,3,0,0,4,Rural,Good,Detached,Gas,518593
1979,1979,10990,1448,987,3,1.0,3,0,0,1,Suburbs,Good,Attached,Gas,337060
1980,1980,12628,2209,1790,3,1.5,2,2,0,2,Suburbs,Fair,Attached,Gas,434158
1975,2013,16230,4446,1115,5,3.0,3,3,0,10,Historic,Good,Detached,Electric,1185311
1971,1971,4636,1791,468,2,3.0,0,0,1,7,Historic,Good,None,Solar,532797
1970,1970,17707,2130,969,1,2.5,1,2,0,2,Suburbs,Fair,Attached,Electric,398494
1950,2016,8538,1427,1178,3,1.5,3,0,0,1,Suburbs,Poor,Attached,Gas,251699
1986,2001,13317,3472,1842,5,2.5,1,0,1,10,Rural,Fair,Attached,Electric,542182
1995,1995,15454,3390,626,5,2.0,2,1,0,9,Suburbs,Good,Attached,Gas,725965
1958,1958,18449,2854,206,4,2.5,3,1,1,5,Downtown,Fair,Attached,Oil,818031
1966,1966,11455,2749,1013,5,3.5,1,1,0,4,Suburbs,Good,Detached,Gas,619835
1996,2018,18059,1753,80,2,3.5,3,1,0,4,Rural,Good,Detached,Gas,360877
2008,2008,18630,3362,614,3,1.5,1,3,0,1,Rural,Excellent,Detached,Gas,614917
2003,2003,4286,2642,482,4,3.5,3,3,0,3,Downtown,Good,Attached,Oil,751635
1961,1961,4529,3602,1988,3,2.5,0,1,0,1,Suburbs,Excellent,None,Gas,772201
2013,2013,13000,4439,591,3,3.0,2,1,0,5,Suburbs,Good,Attached,Oil,790701
1955,1999,9655,2920,1430,2,1.5,1,0,0,5,Rural,Fair,Attached,Gas,390704
2002,2002,4877,809,1126,5,3.0,0,0,1,9,Downtown,Excellent,None,Gas,749074
1965,1965,12941,2396,1263,2,1.5,2,1,0,8,Downtown,Excellent,Attached,Electric,1119387
1954,2019,16055,3409,1288,5,2.5,3,1,0,5,Waterfront,Excellent,Attached,Solar,1200000
2022,1992,19484,921,32,4,1.0,0,1,0,5,Suburbs,Poor,None,Solar,233502
1995,1995,6087,1486,34,2,1.5,2,0,0,7,Rural,Good,Attached,Gas,271416
1963,2003,8828,2809,1272,2,1.5,1,1,0,2,Suburbs,Good,Detached,Gas,526297
1993,1993,8406,3360,999,6,1.5,2,1,0,7,Downtown,Fair,Attached,Gas,810715
2012,2008,14432,3837,1073,1,1.5,2,3,0,1,Suburbs,Fair,Detached,Electric,563934
2001,2014,6491,1240,279,2,3.0,1,3,0,5,Rural,Good,Attached,Electric,304582
1975,1999,16358,3909,1777,6,1.0,1,0,1,6,Historic,Good,Attached,Solar,959710
2002,2004,16354,3549,151,1,3.0,2,3,0,10,Waterfront,Fair,Detached,Solar,1189501
1978,1978,6392,1390,1682,5,1.5,3,0,0,1,Suburbs,Good,Attached,Gas,360830
1968,1996,5268,2168,1574,5,4.0,2,2,0,9,Rural,Excellent,Attached,Electric,602699
1996,1996,8632,2789,700,5,4.0,3,1,0,9,Suburbs,Fair,Attached,Oil,580477
1957,1957,6783,2161,1560,6,1.5,3,0,0,1,Suburbs,Good,Attached,Oil,494251
1972,2001,17479,2007,1779,6,3.0,3,3,0,4,Historic,Good,Attached,Gas,782789
1984,2017,18387,2914,734,1,1.0,1,2,1,8,Downtown,Good,Attached,Gas,939187
2002,2003,8969,2864,1018,5,4.0,0,3,0,2,Downtown,Excellent,None,Gas,1043702
2007,2007,11981,2206,1253,3,2.5,2,0,0,8,Suburbs,Excellent,Attached,Gas,753434
1954,1954,11850,3215,664,2,1.0,3,2,0,10,Downtown,Fair,Attached,Gas,835788
1965,1965,18172,3751,922,6,2.0,3,3,0,9,Suburbs,Excellent,Attached,Gas,1061417
1966,2021,6657,2139,1311,6,1.0,3,2,0,9,Rural,Good,Attached,Electric,505831
1981,1981,12572,2320,1418,6,2.0,0,1,0,1,Suburbs,Good,None,Gas,503346
2001,2001,6182,3568,452,1,3.0,3,1,0,9,Historic,Excellent,Attached,Gas,1114645
1969,1969,15979,4216,619,5,2.5,0,2,0,4,Waterfront,Poor,None,Gas,950130
2015,1997,10867,3805,1056,3,2.0,2,3,0,8,Suburbs,Excellent,Attached,Oil,1005907
1950,1950,18155,2376,1938,2,1.5,1,3,0,9,Suburbs,Good,Detached,Oil,679434
2007,2009,16006,1707,1386,2,1.5,3,3,0,3,Suburbs,Good,Attached,Electric,480684
1993,1993,7329,3836,1134,5,1.5,0,1,0,6,Rural,Excellent,None,Gas,683893
1955,1955,6097,3320,1144,3,3.5,3,0,0,3,Suburbs,Excellent,Detached,Solar,787805
1999,1999,4404,914,15,1,1.5,1,0,0,1,Rural,Fair,Attached,Gas,125063
2021,2014,8101,2947,738,6,3.0,3,2,0,10,Suburbs,Poor,Attached,Gas,549326
1969,1969,4369,3285,1546,6,2.0,2,3,0,6,Rural,Excellent,Attached,Gas,666899
1963,1963,9665,2168,714,5,1.5,0,2,0,5,Suburbs,Good,None,Gas,473130
1954,1997,5765,3196,713,2,3.0,2,0,1,3,Suburbs,Fair,Attached,Gas,511837
1990,1990,3716,938,97,6,2.5,2,0,0,4,Historic,Fair,Attached,Solar,316530
1989,1990,16850,1627,115,2,2.0,2,3,1,2,Waterfront,Good,Detached,Electric,751338
1983,1983,4711,3171,964,2,3.0,2,2,0,10,Downtown,Good,Attached,Gas,975505
1994,1994,9261,1645,1494,5,2.5,0,3,0,10,Historic,Good,None,Solar,677298
2020,2020,19392,4173,1462,4,2.0,1,0,0,4,Suburbs,Fair,Detached,Gas,648786
2020,2020,9086,3141,1304,4,2.5,1,0,0,4,Historic,Fair,Detached,Gas,623895
1976,2003,17362,2780,348,4,3.0,0,3,1,3,Waterfront,Excellent,None,Electric,1200000
1993,2012,14223,2352,231,3,1.0,3,2,0,6,Suburbs,Good,Attached,Electric,554241
1982,1998,19220,3815,1996,5,2.5,1,1,0,1,Downtown,Poor,Attached,Gas,705085
1982,1997,16392,2115,1134,2,1.0,3,3,0,9,Suburbs,Fair,Attached,Gas,545580
1993,1993,5246,873,1375,6,1.5,1,0,0,10,Suburbs,Poor,Attached,Electric,296299
1969,1969,5822,1283,1953,3,2.5,2,1,0,3,Rural,Fair,Detached,Electric,243320
1985,2021,19683,815,1035,4,3.5,0,3,0,3,Suburbs,Good,None,Electric,347257
1956,1993,12669,2349,983,1,3.5,2,1,0,3,Downtown,Good,Attached,Gas,760750
1981,1981,4082,2159,1511,3,1.0,1,3,1,7,Waterfront,Good,Attached,Gas,946083
2016,1998,14148,3640,1556,3,2.5,0,0,0,8,Historic,Excellent,None,Gas,1165361
1988,1988,11167,2696,638,5,2.5,2,3,0,2,Suburbs,Good,Attached,Gas,563936
1973,2000,12557,3363,284,6,1.5,3,1,0,1,Suburbs,Fair,Attached,Solar,532815
2019,2018,14728,3772,1970,3,3.5,3,2,1,5,Suburbs,Excellent,Attached,Electric,1064912
2003,2015,6951,1950,1656,6,3.0,0,0,0,8,Downtown,Fair,None,Gas,682505
1987,1987,17677,3671,635,5,3.5,1,0,0,3,Historic,Good,Detached,Oil,805836
1981,2018,18969,3365,1942,1,1.0,2,1,1,6,Downtown,Poor,Detached,Electric,760353
1994,2022,11967,928,544,2,1.5,0,3,0,3,Rural,Excellent,None,Gas,281355
2010,2010,9768,1310,391,2,3.5,1,3,0,6,Suburbs,Good,Attached,Oil,396477
2019,2019,17039,1222,1193,4,3.0,3,3,0,4,Rural,Good,Attached,Oil,361544
2002,2008,5303,3232,76,4,3.5,0,0,1,7,Rural,Good,None,Electric,468468
2000,2000,18163,2706,1988,1,1.0,1,0,1,10,Waterfront,Fair,Attached,Gas,1175845
2005,2005,10157,1031,296,2,3.0,2,1,0,1,Suburbs,Fair,Detached,Electric,233401
1976,1976,19129,1758,329,4,2.5,0,3,0,1,Downtown,Excellent,None,Oil,691283
1987,2021,12519,1624,1086,6,1.0,1,3,0,5,Downtown,Good,Detached,Gas,660992
2011,2010,3244,4066,269,3,2.5,1,1,0,9,Historic,Good,Detached,Gas,896942
1967,2011,11948,864,215,5,3.0,0,0,1,5,Historic,Good,None,Oil,444551
2013,2013,12015,1632,1213,4,1.5,0,0,1,4,Rural,Poor,None,Gas,238678
1979,1997,14019,1414,1098,1,2.0,2,2,0,8,Rural,Fair,Attached,Oil,328774
1998,2020,5779,4148,1709,2,3.0,2,2,0,5,Rural,Good,Attached,Electric,561822
1990,1990,16723,2828,509,1,2.5,3,3,0,1,Suburbs,Fair,Attached,Gas,485841
1962,1962,15803,4095,578,5,3.5,1,0,0,7,Historic,Good,Detached,Gas,935948
1983,2017,19857,1600,1116,5,2.0,2,3,0,4,Suburbs,Poor,Attached,Oil,373070
1974,1974,16698,2767,1076,1,2.0,2,0,0,10,Suburbs,Good,Detached,Gas,720292
2015,2015,4792,1077,495,4,4.0,1,2,0,5,Suburbs,Fair,Attached,Electric,298889
1967,2018,18376,2813,947,4,3.5,1,1,0,6,Downtown,Fair,Detached,Electric,788049
1954,2012,16117,2517,93,2,1.0,1,0,0,7,Suburbs,Good,Attached,Electric,543159
1968,1968,10215,3213,624,6,3.5,1,2,1,2,Rural,Fair,Detached,Solar,392913
1991,2005,8188,3363,228,2,1.5,1,2,1,1,Downtown,Excellent,Attached,Electric,1056196
1967,1967,19018,2038,249,3,1.0,3,0,0,3,Rural,Good,Attached,Gas,334142
1981,1998,17701,3286,1414,6,2.0,1,3,0,10,Suburbs,Good,Attached,Solar,810409
1970,1970,8281,1227,720,3,2.0,2,0,0,1,Suburbs,Poor,Detached,Electric,221941
1959,1959,3944,3576,979,2,3.5,3,2,1,4,Suburbs,Fair,Attached,Gas,589287
1986,2007,4511,3243,181,6,3.0,2,0,0,6,Suburbs,Fair,Attached,Gas,535806
1998,1995,15718,4080,266,6,4.0,0,1,0,5,Rural,Fair,None,Oil,482977
1962,2012,11369,2324,1003,3,3.0,2,3,0,4,Suburbs,Good,Detached,Gas,580862
2004,2015,15120,2286,280,1,2.5,0,0,0,7,Rural,Poor,None,Electric,292191
1966,2013,16721,1385,1978,4,3.0,2,2,0,6,Suburbs,Good,Attached,Electric,587345
1958,1999,5615,4098,961,6,4.0,2,2,0,3,Rural,Good,Attached,Gas,584153
1993,1993,18629,1174,666,6,3.0,0,3,0,9,Historic,Excellent,None,Electric,783531
1995,1995,5840,2323,1106,3,3.5,2,0,1,5,Rural,Fair,Attached,Gas,376872
1957,1957,17051,3795,1209,6,4.0,3,2,0,10,Suburbs,Fair,Detached,Gas,754321
1986,1986,4774,892,1884,3,1.5,2,3,0,1,Downtown,Good,Attached,Electric,378206
1968,1998,16262,4331,1674,1,3.0,3,1,0,6,Suburbs,Excellent,Attached,Gas,1133258
2012,2012,6871,2400,1590,6,3.5,3,3,0,5,Rural,Fair,Attached,Electric,417676
1995,1995,11273,3168,530,5,4.0,2,0,0,10,Downtown,Excellent,Attached,Oil,1200000
2020,2020,12408,3881,1371,2,1.5,3,0,0,8,Suburbs,Fair,Attached,Oil,682741
1975,2009,6260,1713,422,1,2.5,3,2,0,4,Rural,Poor,Attached,Gas,225312
1995,1995,6145,4174,980,5,3.0,0,1,1,1,Suburbs,Good,None,Gas,698047
1995,1995,10802,2145,1881,1,1.5,1,0,0,2,Waterfront,Excellent,Attached,Electric,1072191
1963,2018,5263,2640,453,4,3.0,1,2,0,8,Downtown,Fair,Detached,Solar,718555
2012,1996,11155,4327,266,1,2.0,0,3,0,10,Downtown,Fair,None,Oil,939552
2021,2021,3922,2101,506,1,2.0,3,3,0,8,Rural,Good,Detached,Oil,399462
1952,1994,9695,2421,1165,4,2.5,1,0,1,5,Suburbs,Poor,Attached,Gas,402390
1977,1977,8758,2361,315,6,2.5,3,1,0,6,Rural,Excellent,Detached,Gas,548907
1978,2005,15576,2553,1699,2,2.5,1,2,0,2,Suburbs,Good,Detached,Electric,582119
1967,1967,10816,2216,763,5,2.5,2,0,0,9,Suburbs,Fair,Detached,Gas,502152
1984,2016,10556,3764,1255,3,2.0,3,2,0,6,Waterfront,Fair,Detached,Gas,1174729
1996,2022,19225,894,1320,2,1.5,0,3,0,9,Waterfront,Excellent,None,Solar,1120633
1954,2004,8930,2579,897,1,1.0,1,2,0,10,Rural,Fair,Detached,Gas,429564
2008,2008,14633,1758,952,3,1.5,1,3,1,3,Suburbs,Good,Attached,Gas,449867
2008,2006,6512,1930,874,4,2.5,2,1,0,6,Rural,Good,Detached,Gas,391093
1996,1996,9066,2213,1595,2,3.5,3,1,0,10,Suburbs,Excellent,Attached,Solar,844493
1962,2009,16207,2583,915,6,1.5,0,3,0,5,Downtown,Fair,None,Electric,720634
1982,2008,17322,4397,21,5,1.5,2,0,1,9,Historic,Excellent,Attached,Electric,1200000
2011,1990,5060,2918,383,2,3.0,3,3,0,10,Downtown,Good,Attached,Solar,993004
1965,1993,17013,1463,1149,2,2.0,0,2,0,1,Historic,Good,None,Gas,453162
1993,1992,5387,1768,102,6,4.0,2,2,0,9,Suburbs,Fair,Detached,Electric,464823
2007,1997,11031,3434,899,3,3.0,2,2,1,5,Suburbs,Good,Attached,Gas,680418
1955,1955,4799,4247,1975,4,2.0,1,0,0,1,Suburbs,Fair,Attached,Gas,568131
1964,1964,5780,3574,732,6,2.0,0,1,0,10,Historic,Good,None,Oil,882731
1953,1990,4127,3215,109,4,2.5,1,1,0,8,Rural,Good,Attached,Oil,474056
2005,2019,10365,2898,1593,6,1.0,0,2,1,7,Waterfront,Good,None,Gas,1200000
2013,1996,17635,1966,1495,2,1.5,1,0,0,6,Rural,Fair,Attached,Gas,364300
2017,2011,10611,4290,1088,4,1.5,1,2,1,2,Rural,Poor,Detached,Electric,396200
1983,2009,15646,2371,1495,3,3.5,0,1,0,5,Waterfront,Excellent,None,Gas,1200000
2005,2018,10535,2323,1593,3,2.5,1,3,0,3,Suburbs,Good,Attached,Gas,524227
1981,1981,17504,1787,669,5,1.0,1,2,0,2,Suburbs,Excellent,Attached,Gas,540557
1958,2014,12364,4038,1099,4,3.0,2,2,0,10,Suburbs,Good,Attached,Gas,880287
2012,2012,5808,3107,1042,5,2.5,1,2,0,1,Historic,Good,Detached,Oil,657060
2021,2021,16055,4063,383,6,2.5,2,1,0,9,Historic,Good,Attached,Gas,1033119
1982,1982,7297,2025,189,1,1.5,3,0,0,2,Downtown,Good,Detached,Gas,549236
1970,2020,14209,2008,761,3,2.5,1,3,0,1,Rural,Good,Attached,Electric,348940
2004,2004,3448,3005,359,2,4.0,3,3,0,7,Historic,Good,Attached,Oil,770570
2006,2008,8008,4493,874,3,1.0,1,3,0,9,Suburbs,Fair,Attached,Gas,718320
1951,2018,19820,898,885,1,2.0,1,2,1,6,Rural,Good,Attached,Gas,372655
1962,2004,9012,3088,1475,2,1.5,3,1,0,8,Historic,Excellent,Detached,Gas,1079319
1953,1996,4620,2314,78,4,1.5,0,3,0,7,Downtown,Fair,None,Electric,592218
1999,1996,16584,1001,595,4,2.0,2,2,0,9,Rural,Good,Detached,Electric,331825
1997,1997,3948,1433,1195,3,3.5,2,0,0,7,Suburbs,Good,Attached,Oil,446041
1979,1979,12319,4380,1235,2,3.5,0,2,0,6,Historic,Good,None,Solar,940102
1978,1997,19575,3967,885,6,1.5,1,3,1,1,Historic,Good,Detached,Oil,879261
1957,1957,15204,1545,1014,2,2.5,0,3,0,9,Historic,Excellent,None,Electric,755764
1961,2017,14952,1289,1468,5,3.0,1,0,0,10,Suburbs,Good,Attached,Electric,541517
1990,2007,4104,1378,148,1,2.5,2,1,0,5,Historic,Poor,Attached,Gas,299750
1975,1975,3548,4089,9,4,2.5,2,0,0,2,Waterfront,Good,Attached,Solar,1145855
1999,2006,14640,3374,1565,3,1.5,2,0,0,8,Suburbs,Good,Detached,Gas,737549
1951,2012,10903,1072,791,2,2.5,3,3,0,4,Waterfront,Good,Attached,Gas,655451
2004,2004,13613,2042,1967,4,2.0,1,3,0,3,Downtown,Excellent,Attached,Electric,966978
2005,2004,11990,1585,1078,3,3.5,3,1,0,1,Rural,Good,Attached,Gas,323819
1963,2019,14467,4203,871,4,3.5,2,3,0,5,Suburbs,Fair,Detached,Electric,719958
1955,1955,7238,1252,1662,3,1.5,3,0,0,3,Downtown,Excellent,Detached,Electric,642614
2010,1995,7367,1975,179,4,1.5,3,0,0,4,Downtown,Good,Attached,Gas,594267
1961,1961,8651,3194,743,6,3.5,3,1,0,9,Rural,Good,Attached,Oil,538843
1962,2012,19204,1615,380,5,2.5,1,3,0,7,Suburbs,Good,Detached,Gas,525934
1968,1968,5093,1213,1445,1,3.5,0,3,0,5,Rural,Poor,None,Gas,186128
1993,2017,7001,2350,450,4,1.0,3,0,0,8,Downtown,Excellent,Detached,Electric,1020672
2008,2004,10810,1230,1116,1,2.5,0,0,1,6,Suburbs,Good,None,Electric,405761
1986,2002,14272,3226,1543,4,2.5,3,3,0,10,Suburbs,Excellent,Detached,Oil,1071711
1974,2008,7554,3845,1436,2,3.5,3,2,0,2,Waterfront,Poor,Detached,Gas,873179
1965,1965,11697,1694,1782,5,1.5,3,0,0,7,Suburbs,Excellent,Attached,Electric,704405
1987,2020,15371,3275,393,6,1.5,3,0,0,1,Rural,Good,Detached,Gas,451603
1992,2010,12236,2746,964,5,2.0,2,0,0,3,Historic,Fair,Detached,Solar,552692
1963,1994,16769,1907,1354,1,3.5,3,1,0,1,Rural,Fair,Detached,Gas,315025
1955,1955,10061,991,1731,2,4.0,3,3,0,1,Suburbs,Good,Attached,Electric,349808
1972,2008,6902,840,432,3,4.0,1,3,0,5,Downtown,Good,Attached,Gas,441879
2009,1993,4352,2687,953,5,4.0,2,3,1,6,Historic,Good,Attached,Gas,780396
1961,2015,4596,2659,1186,6,1.0,3,0,0,3,Downtown,Good,Attached,Electric,772637
1962,2013,11767,2596,945,2,1.0,1,3,0,3,Historic,Excellent,Attached,Oil,841481
1955,1955,3679,2132,1063,2,1.5,0,3,0,3,Suburbs,Good,None,Electric,410722
2012,2019,15020,4249,765,1,2.0,3,3,0,1,Historic,Good,Attached,Solar,848271
1987,1987,15096,935,907,6,3.5,3,1,0,5,Waterfront,Good,Attached,Electric,832985
1999,1999,14385,2613,84,2,3.5,3,1,0,1,Historic,Good,Attached,Electric,566389
2001,1992,11509,905,783,2,1.5,3,0,0,10,Suburbs,Poor,Detached,Gas,306195
1989,2011,8734,1318,1613,3,3.0,1,3,1,10,Waterfront,Good,Attached,Oil,1000588
1957,1957,18675,2741,1748,1,4.0,3,0,0,3,Suburbs,Excellent,Attached,Gas,795447
2010,2010,15693,3661,815,1,2.5,1,0,1,6,Suburbs,Excellent,Detached,Oil,984108
1957,1957,10407,2365,1790,6,1.5,3,0,0,6,Rural,Poor,Attached,Solar,321646
1983,1983,14786,925,1114,2,2.5,0,0,0,3,Historic,Good,None,Solar,347192
2009,2009,5542,4228,1507,3,2.0,0,0,0,9,Historic,Excellent,None,Electric,1200000
2006,2006,8366,3247,1408,4,2.5,3,0,0,8,Waterfront,Good,Attached,Electric,1200000
1995,1995,10410,2926,1216,5,2.5,2,1,0,3,Suburbs,Good,Attached,Oil,593872
1971,2020,12835,1188,1276,1,1.0,2,2,0,5,Suburbs,Good,Detached,Gas,402754
1989,2000,16647,4450,1813,3,4.0,2,1,0,5,Rural,Good,Attached,Electric,679638
1994,1994,8541,2358,1678,6,2.5,3,0,0,5,Suburbs,Excellent,Attached,Gas,730005
2004,2012,13433,2524,1267,3,2.5,2,2,0,3,Downtown,Poor,Attached,Electric,584829
2000,2003,13547,2921,1747,2,4.0,0,2,0,5,Suburbs,Good,None,Gas,632777
1954,1954,12860,1828,706,5,1.5,3,3,0,5,Suburbs,Good,Attached,Gas,512497
1962,1962,13745,2742,269,1,1.5,2,0,0,4,Suburbs,Fair,Detached,Gas,432350
1977,1977,9818,4334,840,4,3.5,3,0,0,4,Suburbs,Good,Detached,Gas,748482
2011,2011,17101,881,1042,2,2.0,2,1,0,2,Downtown,Good,Attached,Electric,482824
1973,1973,8028,2360,1063,1,3.5,1,2,0,9,Downtown,Good,Attached,Gas,852342
1956,1999,18798,1575,1633,6,2.0,0,2,0,7,Historic,Good,None,Electric,615290
1987,2001,13954,3838,515,1,1.0,3,0,0,1,Suburbs,Fair,Attached,Gas,515962
1986,2021,15770,4276,1056,3,2.5,2,3,0,5,Suburbs,Poor,Detached,Electric,600157
2017,2017,12438,4385,1834,5,1.5,1,0,0,2,Rural,Excellent,Attached,Electric,757479
1991,1996,10111,1077,1700,4,3.5,3,2,0,10,Suburbs,Excellent,Attached,Electric,729267
1954,2021,9113,3687,449,5,3.0,2,3,0,6,Historic,Poor,Attached,Electric,646281
2013,2022,5563,2678,1562,3,4.0,1,3,0,7,Waterfront,Fair,Attached,Gas,999873
1999,1999,18889,3071,684,4,3.5,1,2,0,2,Downtown,Fair,Attached,Oil,741458
1964,2009,11498,2407,1872,4,1.5,0,0,0,6,Suburbs,Excellent,None,Gas,788232
2022,2020,11131,3939,624,2,3.5,1,0,0,3,Historic,Good,Attached,Electric,805431
2002,1994,5696,4191,1969,4,3.0,3,0,1,9,Historic,Fair,Attached,Electric,917519
1974,2021,10704,1405,884,1,3.0,3,1,0,4,Suburbs,Good,Attached,Gas,449797
1958,1958,19442,2866,1915,5,3.5,1,1,0,3,Rural,Good,Detached,Electric,479949
1987,1990,12765,1439,1630,6,2.5,2,3,0,3,Suburbs,Excellent,Attached,Electric,651173
1971,1971,13002,4214,318,6,2.5,2,0,0,2,Historic,Good,Detached,Gas,861164
1998,2011,14390,4465,1768,5,3.0,1,1,0,9,Suburbs,Good,Attached,Gas,913492
2017,2017,14668,2589,1669,2,2.0,1,3,0,8,Historic,Good,Attached,Gas,794529
1964,1964,19244,2556,1147,4,1.5,2,2,0,5,Rural,Poor,Attached,Solar,307337
2014,2021,9641,2166,1395,3,3.0,0,2,0,9,Rural,Good,None,Electric,450332
2003,2016,3941,2944,1374,1,1.5,1,0,1,2,Suburbs,Fair,Attached,Gas,444438
1979,1979,15815,3923,1346,2,1.0,3,2,0,6,Suburbs,Excellent,Attached,Gas,996035
1969,2012,9541,974,487,4,1.0,3,2,0,7,Suburbs,Good,Attached,Electric,380762
1982,2003,18624,4209,450,6,3.0,0,2,0,6,Suburbs,Poor,None,Oil,561795
1956,1956,12966,2176,352,3,2.0,1,3,1,3,Suburbs,Excellent,Attached,Gas,619213
1957,1957,4421,4262,1139,4,3.5,3,2,0,10,Waterfront,Excellent,Attached,Gas,1200000
1977,2016,8765,3986,954,2,2.0,1,2,0,10,Suburbs,Good,Attached,Oil,784601
1994,1994,19819,1147,1036,3,2.5,3,3,0,10,Downtown,Excellent,Attached,Gas,1031763
2022,2022,7001,800,1940,3,2.0,3,1,0,9,Historic,Fair,Detached,Gas,458586
1960,1960,15647,862,319,3,3.0,2,3,0,8,Historic,Poor,Detached,Solar,374617
1980,1980,8248,2583,1188,3,2.0,3,1,0,8,Historic,Good,Attached,Electric,780243
1961,1996,7959,1025,1743,4,4.0,2,3,0,8,Historic,Good,Attached,Gas,597928
2000,2000,6889,3270,84,3,4.0,2,0,0,9,Suburbs,Good,Attached,Gas,718827
1993,1993,4326,1842,247,4,3.5,3,2,0,1,Suburbs,Fair,Attached,Gas,331271
1999,1999,8901,2878,1455,3,4.0,1,1,0,8,Waterfront,Excellent,Attached,Gas,1200000
1966,1966,6358,1644,567,3,2.5,3,3,0,2,Rural,Good,Detached,Oil,308515
1984,1984,4585,3480,683,2,2.5,0,1,1,4,Suburbs,Good,None,Gas,637427
1950,2014,16500,823,1676,4,3.0,0,1,1,1,Waterfront,Good,None,Electric,711526
1978,2013,14560,3684,643,6,3.0,0,2,0,6,Suburbs,Excellent,None,Solar,953319
2000,2000,19772,3830,478,4,3.5,2,1,1,10,Suburbs,Fair,Detached,Gas,731826
2013,2013,18818,2034,712,5,3.0,3,3,0,1,Suburbs,Excellent,Detached,Gas,667737
1953,1953,6332,2784,367,6,4.0,3,0,0,5,Rural,Excellent,Attached,Electric,623949
1977,1977,5820,960,1824,2,2.0,2,0,0,9,Rural,Fair,Detached,Solar,262600
1965,1997,18472,2078,1956,4,3.5,1,2,0,1,Downtown,Fair,Attached,Oil,659230
2012,2012,7959,2394,1844,2,3.0,2,3,0,9,Historic,Excellent,Attached,Gas,1025987
2002,2002,15366,2961,356,6,3.0,2,3,0,4,Suburbs,Excellent,Detached,Electric,861864
1966,2014,4301,3351,407,2,2.0,3,0,0,3,Downtown,Excellent,Attached,Electric,1020301
1989,1989,13551,2752,1368,2,3.5,2,3,0,8,Historic,Good,Attached,Solar,825029
1962,1997,7112,2495,178,1,3.5,0,1,1,6,Historic,Excellent,None,Gas,799217
2001,2014,15763,1754,1448,4,1.5,3,2,1,7,Historic,Excellent,Attached,Electric,917735
2007,2007,14774,4091,1564,2,3.0,3,0,0,9,Waterfront,Good,Attached,Oil,1200000
1986,2002,19882,1156,1466,1,2.0,0,2,0,5,Rural,Fair,None,Gas,258371
2010,2001,11620,3016,1959,1,4.0,2,1,0,2,Rural,Good,Detached,Electric,467833
1983,1983,10245,4395,1842,3,2.5,3,0,0,3,Downtown,Good,Attached,Gas,1112188
2019,2012,14831,1768,1329,3,1.5,1,3,0,3,Suburbs,Excellent,Attached,Gas,578108
1966,1991,5105,1041,366,6,2.0,1,3,0,4,Suburbs,Poor,Attached,Gas,225911
1969,2012,12745,4246,1059,4,3.0,0,1,0,10,Suburbs,Fair,None,Solar,749346
2022,1994,8630,938,462,3,1.0,3,0,0,7,Rural,Fair,Detached,Gas,233571
2008,1999,6206,2944,1644,6,3.0,3,2,1,10,Suburbs,Fair,Attached,Electric,669660
2018,2018,5628,946,827,4,4.0,2,0,0,6,Downtown,Poor,Attached,Electric,378856
1982,1993,13068,4053,1169,6,3.5,1,3,0,3,Suburbs,Good,Attached,Gas,762713
1966,1966,16394,1880,1811,1,1.0,0,0,0,7,Rural,Excellent,None,Electric,495766
2006,2006,4067,1865,1924,1,4.0,2,0,1,4,Downtown,Good,Attached,Electric,738890
1950,1995,18245,3713,145,4,3.0,3,3,0,10,Historic,Fair,Detached,Oil,882061
1962,2014,12859,1342,379,6,1.5,2,3,0,8,Suburbs,Fair,Attached,Electric,428040
1976,1976,9642,1491,167,6,1.0,1,2,0,7,Suburbs,Good,Detached,Electric,411073
2019,2009,18377,1825,1792,3,1.5,0,0,0,7,Rural,Excellent,None,Gas,522584
2008,2008,7066,4159,1298,3,3.5,3,3,0,9,Waterfront,Good,Detached,Solar,1200000
1955,1955,3947,1961,86,4,1.0,1,1,0,8,Suburbs,Poor,Attached,Gas,301814
1972,1972,4171,2440,153,5,1.5,3,3,0,1,Rural,Good,Detached,Oil,304549
1959,1959,18831,4383,496,3,3.5,2,2,0,7,Rural,Good,Detached,Gas,640896
2000,2000,9114,3751,1820,2,3.0,2,2,0,3,Suburbs,Good,Attached,Solar,750944
1968,1994,3171,1529,314,3,3.5,0,1,0,4,Historic,Good,None,Electric,427582
2000,2000,15818,4093,1854,5,3.0,3,2,0,6,Waterfront,Fair,Detached,Oil,1200000
2017,2017,12335,3178,1633,6,1.0,0,0,0,5,Rural,Good,None,Gas,506813
1991,2006,13051,3464,722,1,3.5,1,2,0,8,Historic,Fair,Detached,Gas,737440
2006,2019,9209,1203,1981,1,1.5,1,1,0,2,Historic,Good,Attached,Electric,419579
